policy,effective_policy,seed,first_boundary_crossed,second_boundary_crossed,time_to_first_boundary_h,time_to_second_boundary_h,post_first_n_plus_one_reserve_h,first_boundary_total_damage_pct,first_boundary_damage_range_pct,final_elapsed_h,final_total_damage_pct,final_damage_range_pct,start_count,assignment_change_count,crossing_order,stack_0_crossing_h,stack_1_crossing_h,stack_2_crossing_h,stack_0_final_damage_pct,stack_1_final_damage_pct,stack_2_final_damage_pct,scenario_id,category,boundary_scale,gamma_terminal_cv,risk_horizon_h,reschedule_h,evidence,local_seed,initial_damage_fraction,heterogeneity_factors
fixed_pair,fixed_pair,1,True,True,394.0,1553.0,1159.0,15.929746461511188,6.518889969099761,1553.0,27.890398299250315,0.1815100382796242,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,394.0,1553.0,9.177587875888163,9.353712509194363,9.359097914167787,initial_stagger_perm_1,initial_health,1.0,0.1,100.0,24.0,identity permutation of the predeclared stagger,1,"(0.1, 0.8, 0.4)","(1.0, 1.05, 1.1)"
health_greedy,health_greedy,1,True,True,1474.0,1553.0,79.0,26.864527045763197,0.9020967313784212,1553.0,27.95071710303651,0.20251395164967967,30,28,"(np.int64(1), np.int64(2), np.int64(0))",,1474.0,1553.0,9.197502443398962,9.400016395048642,9.353198264588906,initial_stagger_perm_1,initial_health,1.0,0.1,100.0,24.0,identity permutation of the predeclared stagger,1,"(0.1, 0.8, 0.4)","(1.0, 1.05, 1.1)"
order_blend_50,order_blend_50,1,True,True,394.0,1553.0,1159.0,15.929746461511188,6.518889969099761,1553.0,27.89064873634423,0.18252130783935172,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,394.0,1553.0,9.177207459655257,9.353712509194363,9.359728767494609,initial_stagger_perm_1,initial_health,1.0,0.1,100.0,24.0,identity permutation of the predeclared stagger,1,"(0.1, 0.8, 0.4)","(1.0, 1.05, 1.1)"
fixed_pair,fixed_pair,2,True,True,376.0,1439.0,1063.0,16.289098584424146,6.159283897383438,1439.0,27.736471839571614,0.3279414178690221,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,376.0,1439.0,9.027472443454956,9.353585534792682,9.355413861323978,initial_stagger_perm_1,initial_health,1.0,0.1,100.0,24.0,identity permutation of the predeclared stagger,2,"(0.1, 0.8, 0.4)","(1.0, 1.05, 1.1)"
health_greedy,health_greedy,2,True,True,1414.0,1430.0,16.0,27.491102441308406,0.5059150659274536,1430.0,27.62750931792641,0.4409588536524982,23,21,"(np.int64(2), np.int64(1), np.int64(0))",,1430.0,1414.0,8.91570978771221,9.35513088884949,9.356668641364708,initial_stagger_perm_1,initial_health,1.0,0.1,100.0,24.0,identity permutation of the predeclared stagger,2,"(0.1, 0.8, 0.4)","(1.0, 1.05, 1.1)"
order_blend_50,order_blend_50,2,True,True,376.0,1439.0,1063.0,16.289098584424146,6.159283897383438,1439.0,27.736471839571614,0.3279414178690221,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,376.0,1439.0,9.027472443454956,9.353585534792682,9.355413861323978,initial_stagger_perm_1,initial_health,1.0,0.1,100.0,24.0,identity permutation of the predeclared stagger,2,"(0.1, 0.8, 0.4)","(1.0, 1.05, 1.1)"
fixed_pair,fixed_pair,3,True,True,289.0,1359.0,1070.0,15.769578904417662,7.148013467538636,1359.0,26.54469980218438,1.9856212768581774,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,289.0,1359.0,7.60256920300886,9.588190479867038,9.353940119308481,initial_stagger_perm_1,initial_health,1.0,0.1,100.0,24.0,identity permutation of the predeclared stagger,3,"(0.1, 0.8, 0.4)","(1.0, 1.05, 1.1)"
health_greedy,health_greedy,3,True,True,1269.0,1288.0,19.0,25.728709788368263,2.2624876542831007,1288.0,25.87709417794378,2.189600990505009,29,27,"(np.int64(2), np.int64(1), np.int64(0))",,1288.0,1269.0,7.166153020146022,9.355187147146724,9.355754010651031,initial_stagger_perm_1,initial_health,1.0,0.1,100.0,24.0,identity permutation of the predeclared stagger,3,"(0.1, 0.8, 0.4)","(1.0, 1.05, 1.1)"
order_blend_50,order_blend_50,3,True,True,289.0,1359.0,1070.0,15.769578904417662,7.148013467538636,1359.0,26.54469980218438,1.9856212768581774,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,289.0,1359.0,7.60256920300886,9.588190479867038,9.353940119308481,initial_stagger_perm_1,initial_health,1.0,0.1,100.0,24.0,identity permutation of the predeclared stagger,3,"(0.1, 0.8, 0.4)","(1.0, 1.05, 1.1)"
fixed_pair,fixed_pair,4,True,True,323.0,1319.0,996.0,15.541551556723313,6.906489935967178,1319.0,27.846736839997128,0.5967961148335057,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,323.0,1319.0,8.948262842464743,9.353415040234134,9.545058957298249,initial_stagger_perm_1,initial_health,1.0,0.1,100.0,24.0,identity permutation of the predeclared stagger,4,"(0.1, 0.8, 0.4)","(1.0, 1.05, 1.1)"
health_greedy,health_greedy,4,True,True,1315.0,1319.0,4.0,27.5950545276122,0.42150671178675125,1319.0,27.87850713472234,0.6263386988516633,25,23,"(np.int64(2), np.int64(1), np.int64(0))",,1319.0,1315.0,8.948262842464743,9.574601541316406,9.35564275094119,initial_stagger_perm_1,initial_health,1.0,0.1,100.0,24.0,identity permutation of the predeclared stagger,4,"(0.1, 0.8, 0.4)","(1.0, 1.05, 1.1)"
order_blend_50,order_blend_50,4,True,True,323.0,1319.0,996.0,15.541551556723313,6.906489935967178,1319.0,27.846736839997128,0.5967961148335057,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,323.0,1319.0,8.948262842464743,9.353415040234134,9.545058957298249,initial_stagger_perm_1,initial_health,1.0,0.1,100.0,24.0,identity permutation of the predeclared stagger,4,"(0.1, 0.8, 0.4)","(1.0, 1.05, 1.1)"
fixed_pair,fixed_pair,5,True,True,408.0,1463.0,1055.0,16.323034152561643,6.12525262370456,1463.0,27.277757874481463,0.7857473511952442,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,408.0,1463.0,8.569236420632114,9.35353768202199,9.354983771827358,initial_stagger_perm_1,initial_health,1.0,0.1,100.0,24.0,identity permutation of the predeclared stagger,5,"(0.1, 0.8, 0.4)","(1.0, 1.05, 1.1)"
health_greedy,health_greedy,5,True,True,1450.0,1455.0,5.0,27.21539629734314,0.8282087639864013,1455.0,27.25230772087855,0.8120020925182097,28,26,"(np.int64(1), np.int64(2), np.int64(0))",,1450.0,1455.0,8.543318951941602,9.355321044459812,9.353667724477138,initial_stagger_perm_1,initial_health,1.0,0.1,100.0,24.0,identity permutation of the predeclared stagger,5,"(0.1, 0.8, 0.4)","(1.0, 1.05, 1.1)"
order_blend_50,order_blend_50,5,True,True,408.0,1463.0,1055.0,16.323034152561643,6.12525262370456,1463.0,27.277757874481463,0.7857473511952442,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,408.0,1463.0,8.569236420632114,9.35353768202199,9.354983771827358,initial_stagger_perm_1,initial_health,1.0,0.1,100.0,24.0,identity permutation of the predeclared stagger,5,"(0.1, 0.8, 0.4)","(1.0, 1.05, 1.1)"
fixed_pair,fixed_pair,6,True,True,338.0,1369.0,1031.0,16.23973179253616,6.227224273755988,1369.0,27.168680074224763,0.9422502638484342,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,338.0,1369.0,8.431778741670684,9.362872327034962,9.374029005519118,initial_stagger_perm_1,initial_health,1.0,0.1,100.0,24.0,identity permutation of the predeclared stagger,6,"(0.1, 0.8, 0.4)","(1.0, 1.05, 1.1)"
health_greedy,health_greedy,6,True,True,1341.0,1366.0,25.0,26.95870030615537,1.020400407952069,1366.0,27.1345593256318,0.9354714001883053,25,23,"(np.int64(2), np.int64(1), np.int64(0))",,1366.0,1341.0,8.421554264187954,9.355979397067586,9.357025664376259,initial_stagger_perm_1,initial_health,1.0,0.1,100.0,24.0,identity permutation of the predeclared stagger,6,"(0.1, 0.8, 0.4)","(1.0, 1.05, 1.1)"
order_blend_50,order_blend_50,6,True,True,338.0,1369.0,1031.0,16.23973179253616,6.227224273755988,1369.0,27.168680074224763,0.9422502638484342,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,338.0,1369.0,8.431778741670684,9.362872327034962,9.374029005519118,initial_stagger_perm_1,initial_health,1.0,0.1,100.0,24.0,identity permutation of the predeclared stagger,6,"(0.1, 0.8, 0.4)","(1.0, 1.05, 1.1)"
fixed_pair,fixed_pair,7,True,True,363.0,1382.0,1019.0,16.00864926533115,6.444173856817703,1382.0,26.797325359889612,1.3784316619215051,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,363.0,1382.0,8.031543921502395,9.355805854963315,9.4099755834239,initial_stagger_perm_1,initial_health,1.0,0.1,100.0,24.0,identity permutation of the predeclared stagger,7,"(0.1, 0.8, 0.4)","(1.0, 1.05, 1.1)"
health_greedy,health_greedy,7,True,True,1382.0,1423.0,41.0,26.846141366423044,1.61335225234666,1423.0,27.195956879688097,1.4509536210279546,25,23,"(np.int64(2), np.int64(1), np.int64(0))",,1423.0,1382.0,8.1939425528211,9.357118153017943,9.644896173849055,initial_stagger_perm_1,initial_health,1.0,0.1,100.0,24.0,identity permutation of the predeclared stagger,7,"(0.1, 0.8, 0.4)","(1.0, 1.05, 1.1)"
order_blend_50,order_blend_50,7,True,True,363.0,1382.0,1019.0,16.00864926533115,6.444173856817703,1382.0,26.797325359889612,1.3784316619215051,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,363.0,1382.0,8.031543921502395,9.355805854963315,9.4099755834239,initial_stagger_perm_1,initial_health,1.0,0.1,100.0,24.0,identity permutation of the predeclared stagger,7,"(0.1, 0.8, 0.4)","(1.0, 1.05, 1.1)"
fixed_pair,fixed_pair,8,True,True,422.0,1351.0,929.0,15.9185963325473,6.535610065235872,1351.0,25.741160014616533,2.325962832408334,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,422.0,1351.0,7.030534660372141,9.356497492780475,9.354127861463915,initial_stagger_perm_1,initial_health,1.0,0.1,100.0,24.0,identity permutation of the predeclared stagger,8,"(0.1, 0.8, 0.4)","(1.0, 1.05, 1.1)"
health_greedy,health_greedy,8,True,True,1343.0,1351.0,8.0,25.696541672192673,2.398484781716375,1351.0,25.781728962192584,2.36756210121625,20,18,"(np.int64(1), np.int64(2), np.int64(0))",,1343.0,1351.0,7.030534660372141,9.398096761588391,9.353097540232051,initial_stagger_perm_1,initial_health,1.0,0.1,100.0,24.0,identity permutation of the predeclared stagger,8,"(0.1, 0.8, 0.4)","(1.0, 1.05, 1.1)"
order_blend_50,order_blend_50,8,True,True,422.0,1351.0,929.0,15.9185963325473,6.535610065235872,1351.0,25.741160014616533,2.325962832408334,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,422.0,1351.0,7.030534660372141,9.356497492780475,9.354127861463915,initial_stagger_perm_1,initial_health,1.0,0.1,100.0,24.0,identity permutation of the predeclared stagger,8,"(0.1, 0.8, 0.4)","(1.0, 1.05, 1.1)"
fixed_pair,fixed_pair,9,True,True,285.0,1280.0,995.0,15.679478541986697,6.812737080293138,1280.0,26.158256382081376,2.004637428679488,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,285.0,1280.0,7.389058424186541,9.375502105028806,9.39369585286603,initial_stagger_perm_1,initial_health,1.0,0.1,100.0,24.0,identity permutation of the predeclared stagger,9,"(0.1, 0.8, 0.4)","(1.0, 1.05, 1.1)"
health_greedy,health_greedy,9,True,True,1270.0,1280.0,10.0,26.024174220519445,2.0055799782115136,1280.0,26.203170220034213,2.06362793366963,27,25,"(np.int64(2), np.int64(1), np.int64(0))",,1280.0,1270.0,7.389058424186541,9.452686357856171,9.3614254379915,initial_stagger_perm_1,initial_health,1.0,0.1,100.0,24.0,identity permutation of the predeclared stagger,9,"(0.1, 0.8, 0.4)","(1.0, 1.05, 1.1)"
order_blend_50,order_blend_50,9,True,True,285.0,1280.0,995.0,15.679478541986697,6.812737080293138,1280.0,26.158256382081376,2.004637428679488,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,285.0,1280.0,7.389058424186541,9.375502105028806,9.39369585286603,initial_stagger_perm_1,initial_health,1.0,0.1,100.0,24.0,identity permutation of the predeclared stagger,9,"(0.1, 0.8, 0.4)","(1.0, 1.05, 1.1)"
fixed_pair,fixed_pair,10,True,True,281.0,1217.0,936.0,15.858752880502148,6.604828325971029,1217.0,26.813984889811508,1.2652258933742093,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,281.0,1217.0,8.095959003751268,9.361184897125478,9.356840988934763,initial_stagger_perm_1,initial_health,1.0,0.1,100.0,24.0,identity permutation of the predeclared stagger,10,"(0.1, 0.8, 0.4)","(1.0, 1.05, 1.1)"
health_greedy,health_greedy,10,True,True,1192.0,1210.0,18.0,26.465526377794134,1.5416341729576732,1210.0,26.784990230199575,1.2892723028294153,21,19,"(np.int64(2), np.int64(1), np.int64(0))",,1210.0,1192.0,8.068998522958232,9.358270825787647,9.357720881453695,initial_stagger_perm_1,initial_health,1.0,0.1,100.0,24.0,identity permutation of the predeclared stagger,10,"(0.1, 0.8, 0.4)","(1.0, 1.05, 1.1)"
order_blend_50,order_blend_50,10,True,True,281.0,1217.0,936.0,15.858752880502148,6.604828325971029,1217.0,26.813984889811508,1.2652258933742093,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,281.0,1217.0,8.095959003751268,9.361184897125478,9.356840988934763,initial_stagger_perm_1,initial_health,1.0,0.1,100.0,24.0,identity permutation of the predeclared stagger,10,"(0.1, 0.8, 0.4)","(1.0, 1.05, 1.1)"
fixed_pair,fixed_pair,11,True,True,315.0,1342.0,1027.0,15.371075866143249,7.076585179898181,1342.0,26.11498459202593,1.948436066037062,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,315.0,1342.0,7.4066618545396326,9.353224816909604,9.355097920576695,initial_stagger_perm_1,initial_health,1.0,0.1,100.0,24.0,identity permutation of the predeclared stagger,11,"(0.1, 0.8, 0.4)","(1.0, 1.05, 1.1)"
health_greedy,health_greedy,11,True,True,1324.0,1327.0,3.0,26.044953598510144,2.005416347957313,1327.0,26.067847341903793,1.995191870474586,27,25,"(np.int64(2), np.int64(1), np.int64(0))",,1327.0,1324.0,7.359749766805446,9.353155937818315,9.354941637280032,initial_stagger_perm_1,initial_health,1.0,0.1,100.0,24.0,identity permutation of the predeclared stagger,11,"(0.1, 0.8, 0.4)","(1.0, 1.05, 1.1)"
order_blend_50,order_blend_50,11,True,True,315.0,1342.0,1027.0,15.371075866143249,7.076585179898181,1342.0,26.11498459202593,1.948436066037062,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,315.0,1342.0,7.4066618545396326,9.353224816909604,9.355097920576695,initial_stagger_perm_1,initial_health,1.0,0.1,100.0,24.0,identity permutation of the predeclared stagger,11,"(0.1, 0.8, 0.4)","(1.0, 1.05, 1.1)"
fixed_pair,fixed_pair,12,True,True,286.0,1297.0,1011.0,15.348559314488844,7.109099122323749,1297.0,26.71681184624024,1.8332629835206475,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,286.0,1297.0,7.762662675212205,9.358223512295185,9.595925658732853,initial_stagger_perm_1,initial_health,1.0,0.1,100.0,24.0,identity permutation of the predeclared stagger,12,"(0.1, 0.8, 0.4)","(1.0, 1.05, 1.1)"
health_greedy,health_greedy,12,True,True,1291.0,1297.0,6.0,26.401062440131163,1.626301290176241,1297.0,26.766168994119617,1.870059557910718,29,27,"(np.int64(2), np.int64(1), np.int64(0))",,1297.0,1291.0,7.762662675212205,9.632722233122923,9.370784085784491,initial_stagger_perm_1,initial_health,1.0,0.1,100.0,24.0,identity permutation of the predeclared stagger,12,"(0.1, 0.8, 0.4)","(1.0, 1.05, 1.1)"
order_blend_50,order_blend_50,12,True,True,286.0,1297.0,1011.0,15.348559314488844,7.109099122323749,1297.0,26.71681184624024,1.8332629835206475,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,286.0,1297.0,7.762662675212205,9.358223512295185,9.595925658732853,initial_stagger_perm_1,initial_health,1.0,0.1,100.0,24.0,identity permutation of the predeclared stagger,12,"(0.1, 0.8, 0.4)","(1.0, 1.05, 1.1)"
fixed_pair,fixed_pair,13,True,True,432.0,1428.0,996.0,16.526096836262326,5.926674033867859,1428.0,27.879456237411006,0.1875506576028414,3,1,"(np.int64(1), np.int64(0), np.int64(2))",1428.0,432.0,,9.355447437105886,9.35577972895398,9.168229071351139,initial_stagger_perm_1,initial_health,1.0,0.1,100.0,24.0,identity permutation of the predeclared stagger,13,"(0.1, 0.8, 0.4)","(1.0, 1.05, 1.1)"
health_greedy,health_greedy,13,True,True,1392.0,1414.0,22.0,27.52059822315638,0.568206392455318,1414.0,27.698925362165586,0.48198735095436795,29,27,"(np.int64(2), np.int64(1), np.int64(0))",,1414.0,1392.0,8.930868772250664,9.35520046670989,9.412856123205032,initial_stagger_perm_1,initial_health,1.0,0.1,100.0,24.0,identity permutation of the predeclared stagger,13,"(0.1, 0.8, 0.4)","(1.0, 1.05, 1.1)"
order_blend_50,order_blend_50,13,True,True,1417.0,1421.0,4.0,27.77131130249637,0.4444023599947986,1421.0,27.816232227152227,0.4192289280833439,9,7,"(np.int64(1), np.int64(2), np.int64(0))",,1417.0,1421.0,9.021507006530944,9.440735934614288,9.353989286006994,initial_stagger_perm_1,initial_health,1.0,0.1,100.0,24.0,identity permutation of the predeclared stagger,13,"(0.1, 0.8, 0.4)","(1.0, 1.05, 1.1)"
fixed_pair,fixed_pair,14,True,True,368.0,1523.0,1155.0,15.91726784683397,6.532225327033107,1523.0,27.99379706260102,0.06913680041339987,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,368.0,1523.0,9.285259690682595,9.354140880822428,9.354396491095995,initial_stagger_perm_1,initial_health,1.0,0.1,100.0,24.0,identity permutation of the predeclared stagger,14,"(0.1, 0.8, 0.4)","(1.0, 1.05, 1.1)"
health_greedy,health_greedy,14,True,True,1508.0,1511.0,3.0,27.935232437208924,0.11608126348792425,1511.0,27.958047429922658,0.10621258600519567,28,26,"(np.int64(1), np.int64(2), np.int64(0))",,1508.0,1511.0,9.249218412879364,9.35543099888456,9.353398018158734,initial_stagger_perm_1,initial_health,1.0,0.1,100.0,24.0,identity permutation of the predeclared stagger,14,"(0.1, 0.8, 0.4)","(1.0, 1.05, 1.1)"
order_blend_50,order_blend_50,14,True,True,368.0,1523.0,1155.0,15.91726784683397,6.532225327033107,1523.0,27.99379706260102,0.06913680041339987,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,368.0,1523.0,9.285259690682595,9.354140880822428,9.354396491095995,initial_stagger_perm_1,initial_health,1.0,0.1,100.0,24.0,identity permutation of the predeclared stagger,14,"(0.1, 0.8, 0.4)","(1.0, 1.05, 1.1)"
fixed_pair,fixed_pair,15,True,True,377.0,1461.0,1084.0,15.762302666681935,6.748722836128394,1461.0,27.977429939427992,0.14568184743206736,3,1,"(np.int64(1), np.int64(0), np.int64(2))",1461.0,377.0,,9.353297696271952,9.384907045294053,9.239225197861986,initial_stagger_perm_1,initial_health,1.0,0.1,100.0,24.0,identity permutation of the predeclared stagger,15,"(0.1, 0.8, 0.4)","(1.0, 1.05, 1.1)"
health_greedy,health_greedy,15,True,True,1453.0,1468.0,15.0,27.97472406068538,0.15099805475606587,1468.0,28.081413841128448,0.0996888959420783,31,29,"(np.int64(1), np.int64(2), np.int64(0))",,1453.0,1468.0,9.31309213661234,9.412781032554419,9.35554067196169,initial_stagger_perm_1,initial_health,1.0,0.1,100.0,24.0,identity permutation of the predeclared stagger,15,"(0.1, 0.8, 0.4)","(1.0, 1.05, 1.1)"
order_blend_50,order_blend_50,15,True,True,377.0,1461.0,1084.0,15.762302666681935,6.748722836128394,1461.0,27.986604011491735,0.13644829153134275,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,377.0,1461.0,9.24845875376271,9.384907045294053,9.353238212434972,initial_stagger_perm_1,initial_health,1.0,0.1,100.0,24.0,identity permutation of the predeclared stagger,15,"(0.1, 0.8, 0.4)","(1.0, 1.05, 1.1)"
fixed_pair,fixed_pair,16,True,True,192.0,1166.0,974.0,15.039360949415782,7.410790584849125,1166.0,26.127607322268187,2.4042056356208024,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,192.0,1166.0,7.184465812813021,9.354470061021342,9.588671448433823,initial_stagger_perm_1,initial_health,1.0,0.1,100.0,24.0,identity permutation of the predeclared stagger,16,"(0.1, 0.8, 0.4)","(1.0, 1.05, 1.1)"
health_greedy,health_greedy,16,True,True,1166.0,1183.0,17.0,26.145985046534086,2.4967471487336867,1183.0,26.32210578118425,2.4310084976062374,25,23,"(np.int64(2), np.int64(1), np.int64(0))",,1183.0,1166.0,7.25020446394047,9.390688355697069,9.681212961546708,initial_stagger_perm_1,initial_health,1.0,0.1,100.0,24.0,identity permutation of the predeclared stagger,16,"(0.1, 0.8, 0.4)","(1.0, 1.05, 1.1)"
order_blend_50,order_blend_50,16,True,True,192.0,1166.0,974.0,15.039360949415782,7.410790584849125,1166.0,26.127607322268187,2.4042056356208024,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,192.0,1166.0,7.184465812813021,9.354470061021342,9.588671448433823,initial_stagger_perm_1,initial_health,1.0,0.1,100.0,24.0,identity permutation of the predeclared stagger,16,"(0.1, 0.8, 0.4)","(1.0, 1.05, 1.1)"
fixed_pair,fixed_pair,17,True,True,294.0,1415.0,1121.0,15.891016105744379,6.608490283363892,1415.0,28.010345890575643,0.10098332748640537,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,294.0,1415.0,9.278164160956619,9.379147488443024,9.353034241176,initial_stagger_perm_1,initial_health,1.0,0.1,100.0,24.0,identity permutation of the predeclared stagger,17,"(0.1, 0.8, 0.4)","(1.0, 1.05, 1.1)"
health_greedy,health_greedy,17,True,True,1398.0,1399.0,1.0,27.91867372572633,0.13682104727789657,1399.0,27.92663458720309,0.1341047214503206,30,28,"(np.int64(1), np.int64(2), np.int64(0))",,1398.0,1399.0,9.219697155726406,9.353801877176727,9.353135554299957,initial_stagger_perm_1,initial_health,1.0,0.1,100.0,24.0,identity permutation of the predeclared stagger,17,"(0.1, 0.8, 0.4)","(1.0, 1.05, 1.1)"
order_blend_50,order_blend_50,17,True,True,294.0,1415.0,1121.0,15.891016105744379,6.608490283363892,1415.0,28.010345890575643,0.10098332748640537,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,294.0,1415.0,9.278164160956619,9.379147488443024,9.353034241176,initial_stagger_perm_1,initial_health,1.0,0.1,100.0,24.0,identity permutation of the predeclared stagger,17,"(0.1, 0.8, 0.4)","(1.0, 1.05, 1.1)"
fixed_pair,fixed_pair,18,True,True,406.0,1368.0,962.0,15.880485687809399,6.602125174002008,1368.0,26.394131959044188,1.7057078414348457,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,406.0,1368.0,7.664991883359747,9.370699724794592,9.358440350889847,initial_stagger_perm_1,initial_health,1.0,0.1,100.0,24.0,identity permutation of the predeclared stagger,18,"(0.1, 0.8, 0.4)","(1.0, 1.05, 1.1)"
health_greedy,health_greedy,18,True,True,1338.0,1352.0,14.0,26.169522388788934,1.7970442015730788,1352.0,26.315560748245524,1.748740990481532,21,19,"(np.int64(2), np.int64(1), np.int64(0))",,1352.0,1338.0,7.606822461840697,9.35556345232223,9.353174834082598,initial_stagger_perm_1,initial_health,1.0,0.1,100.0,24.0,identity permutation of the predeclared stagger,18,"(0.1, 0.8, 0.4)","(1.0, 1.05, 1.1)"
order_blend_50,order_blend_50,18,True,True,406.0,1368.0,962.0,15.880485687809399,6.602125174002008,1368.0,26.394131959044188,1.7057078414348457,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,406.0,1368.0,7.664991883359747,9.370699724794592,9.358440350889847,initial_stagger_perm_1,initial_health,1.0,0.1,100.0,24.0,identity permutation of the predeclared stagger,18,"(0.1, 0.8, 0.4)","(1.0, 1.05, 1.1)"
