block_id,month,stratum,health_case,policy,positive_steps,above_40kw_steps,negative_power_steps,assignment,assignment_first,assignment_second,error,n_steps,fc_energy_kwh,hydrogen_g,hydrogen_g_per_fc_kwh,expected_damage_increment_pct,terminal_max_damage_pct,terminal_damage_range_pct,damage_increment_range_pct,tracking_mae_kw,tracking_rmse_kw,tracking_max_abs_kw,constraint_violation_steps,safety_override_steps,total_switch_count,planning_runtime_s
external_2025-11_s2,2025-11,2,oldest_stack_0,health_greedy,1440,0,0,"(1, 2)",1,2,,1800,14.721997168577913,741.1161905735689,50.3407372034672,0.007788732777777778,7.482422824444445,6.543397651388929,0.004066412777684825,0.5879257480570402,0.7671011574949952,2.875895021047981,0,0,2,70.87259769975208
external_2025-11_s2,2025-11,2,oldest_stack_1,fixed_pair,1440,0,0,"(0, 1)",0,1,,1800,14.659290091421171,740.8498032436478,50.53790453858361,0.007367342500000002,7.486304400278202,6.551001547222647,0.003881575833757367,0.5738603067011743,0.7681330374891794,3.1610129803621447,0,0,2,70.83698419714347
external_2025-11_s2,2025-11,2,oldest_stack_1,health_greedy,1440,0,0,"(2, 0)",2,0,,1800,14.720275290952678,742.0574258059569,50.41056713538758,0.007530917777777778,7.482422824444445,6.543287436944378,0.0038325344445115928,0.6084416822161007,0.7948091292186734,3.2529561678905026,0,0,2,69.97375240037218
external_2025-11_s3,2025-11,3,oldest_stack_2,fixed_pair,1440,0,0,"(0, 1)",0,1,,1800,14.666496354470004,735.8683601741227,50.173425362755246,0.009430716666666668,7.482422824444445,6.542595496388886,0.004906241666534417,0.5923617839561479,0.8893520168737725,4.603645067381645,0,5,2,64.30597800412215
external_2025-11_s3,2025-11,3,oldest_stack_2,health_greedy,1440,0,0,"(0, 1)",0,1,,1800,14.666496354470004,735.8683601741227,50.173425362755246,0.009430716666666668,7.482422824444445,6.542595496388886,0.004906241666534417,0.5923617839561479,0.8893520168737725,4.603645067381645,0,5,2,64.40991320158355
external_2025-11_s3,2025-11,3,oldest_stack_0,fixed_pair,1440,0,0,"(1, 0)",1,0,,1800,14.599912191613141,736.0104334167472,50.411976713089096,0.00930183736111111,7.4870386022218565,6.547049689583009,0.004686059583292268,0.7001912191103857,1.025260847171026,4.554527964525313,0,5,2,65.42243060143664
external_2025-11_s3,2025-11,3,oldest_stack_0,health_greedy,1440,0,0,"(1, 2)",1,2,,1800,14.62619716424128,735.8772397517866,50.312274030524435,0.009763075972222222,7.482422824444445,6.54243153763893,0.005074642222114623,0.6734998538915382,0.9954837014159031,4.603642597710003,0,5,2,65.98379360232502
external_2025-11_s3,2025-11,3,oldest_stack_1,fixed_pair,1440,0,0,"(0, 1)",0,1,,1800,14.576138772943827,736.4988101882693,50.52770295761424,0.009066237500000001,7.48714248694488,6.551839633889324,0.00471966250043554,0.7434573450120047,1.0868333822707619,4.5205140123385945,0,5,2,66.63264409615658
external_2025-11_s3,2025-11,3,oldest_stack_1,health_greedy,1440,0,0,"(2, 0)",2,0,,1800,14.628201126507596,736.2679411690044,50.332090378141004,0.009459506388888891,7.482422824444445,6.542276448333269,0.00484352305562008,0.6773468138828896,0.997017330371742,4.603644964019971,0,5,2,67.11906220694073
external_2025-12_s1,2025-12,1,oldest_stack_2,fixed_pair,1440,0,0,"(0, 1)",0,1,,1800,13.699441959137545,685.9917724352235,50.074431825864714,0.010931510277777778,7.482422824444445,6.5418590852777765,0.005670624166566274,0.6982931446583317,1.0961361534013154,4.785795872830942,0,11,2,56.524616804206744
external_2025-12_s1,2025-12,1,oldest_stack_2,health_greedy,1440,0,0,"(0, 1)",0,1,,1800,13.699441959137545,685.9917724352235,50.074431825864714,0.010931510277777778,7.482422824444445,6.5418590852777765,0.005670624166566274,0.6982931446583317,1.0961361534013154,4.785795872830942,0,11,2,56.328421296551824
external_2025-12_s1,2025-12,1,oldest_stack_0,fixed_pair,1440,0,0,"(1, 0)",1,0,,1800,13.661646549692474,686.8797302016274,50.2779608375309,0.010802713194444443,7.487769052221828,6.547009713749647,0.005456485416625689,0.7672725114171024,1.1644931091020627,4.736673476429363,0,11,2,59.15082209603861
