policy,effective_policy,first_boundary_crossed,second_boundary_crossed,time_to_first_boundary_h,time_to_second_boundary_h,post_first_n_plus_one_reserve_h,first_boundary_total_damage_pct,first_boundary_damage_range_pct,final_elapsed_h,final_total_damage_pct,final_damage_range_pct,start_count,assignment_change_count,crossing_order,stack_0_crossing_h,stack_1_crossing_h,stack_2_crossing_h,stack_0_final_damage_pct,stack_1_final_damage_pct,stack_2_final_damage_pct,boundary_id,boundary_label,health_limit_pct,diagnostic_current_a,voltage_loss_fraction,extrapolated,boundary_order,boundary_over_calibration,scenario_id,local_seed,initial_damage_fraction,initial_damage_absolute_pct,heterogeneity_factors,guard_source,simulation_seed
fixed_pair,fixed_pair,True,True,1806.0,2094.0,288.0,24.9056743526382,1.8733976798295267,2094.0,27.58744441364278,0.4794163448802564,3,1,"(np.int64(0), np.int64(2), np.int64(1))",1806.0,,2094.0,9.355820504273971,8.876404159393715,9.355219749975092,lzw_calibration_endpoint,LZW endpoint,9.353028530555555,,,False,0,1.0,heterogeneity_gp_re_increased_perm_2,0,"(0.1, 0.4, 0.8)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100000
order_blend_50,order_blend_50,True,True,1903.0,2067.0,164.0,25.78018068697411,1.1451901015714938,2067.0,27.21760025574804,0.8454096043797463,9,7,"(np.int64(0), np.int64(2), np.int64(1))",1903.0,,2067.0,9.353704674194734,8.509242988586779,9.354652592966525,lzw_calibration_endpoint,LZW endpoint,9.353028530555555,,,False,0,1.0,heterogeneity_gp_re_increased_perm_2,0,"(0.1, 0.4, 0.8)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100000
fixed_pair,fixed_pair,True,True,1656.0,1882.0,226.0,24.60631865485226,1.8717309645206068,1882.0,26.88409828818171,1.1831752913230087,3,1,"(np.int64(0), np.int64(2), np.int64(1))",1656.0,,1882.0,9.354153788965052,8.173384603946825,9.356559895269834,lzw_calibration_endpoint,LZW endpoint,9.353028530555555,,,False,0,1.0,heterogeneity_gp_re_increased_perm_2,1,"(0.1, 0.4, 0.8)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100001
order_blend_50,order_blend_50,True,True,1656.0,1883.0,227.0,24.606236011869495,1.8715676159787051,1883.0,26.887393022734788,1.1829367720600281,3,1,"(np.int64(0), np.int64(2), np.int64(1))",1656.0,,1883.0,9.35399044042315,8.175232905125805,9.358169677185833,lzw_calibration_endpoint,LZW endpoint,9.353028530555555,,,False,0,1.0,heterogeneity_gp_re_increased_perm_2,1,"(0.1, 0.4, 0.8)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100001
fixed_pair,fixed_pair,True,True,1647.0,1854.0,207.0,24.35827617110818,1.8821056718883469,1854.0,26.574145320743746,1.5121378940521701,3,1,"(np.int64(0), np.int64(2), np.int64(1))",1647.0,,1854.0,9.364528496332792,7.852390602280622,9.35722622213033,lzw_calibration_endpoint,LZW endpoint,9.353028530555555,,,False,0,1.0,heterogeneity_gp_re_increased_perm_2,2,"(0.1, 0.4, 0.8)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100002
order_blend_50,order_blend_50,True,True,1647.0,1854.0,207.0,24.358209576670518,1.8819583746428084,1854.0,26.574009079721396,1.5118829921457069,3,1,"(np.int64(0), np.int64(2), np.int64(1))",1647.0,,1854.0,9.364381199087253,7.852498206941546,9.357129673692596,lzw_calibration_endpoint,LZW endpoint,9.353028530555555,,,False,0,1.0,heterogeneity_gp_re_increased_perm_2,2,"(0.1, 0.4, 0.8)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100002
fixed_pair,fixed_pair,True,True,1630.0,1875.0,245.0,24.307359111195456,1.8827956360177662,1875.0,27.39049464488214,1.4480002588420184,3,1,"(np.int64(0), np.int64(2), np.int64(1))",1630.0,,1875.0,9.353865961384388,8.294314212327865,9.742314471169884,lzw_calibration_endpoint,LZW endpoint,9.353028530555555,,,False,0,1.0,heterogeneity_gp_re_increased_perm_2,3,"(0.1, 0.4, 0.8)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100003
order_blend_50,order_blend_50,True,True,1635.0,1875.0,240.0,24.316473318615497,1.8760379788979566,1875.0,27.3703084988571,1.4237862203347937,3,1,"(np.int64(0), np.int64(2), np.int64(1))",1635.0,,1875.0,9.355044236534505,8.2957390209939,9.719525241328693,lzw_calibration_endpoint,LZW endpoint,9.353028530555555,,,False,0,1.0,heterogeneity_gp_re_increased_perm_2,3,"(0.1, 0.4, 0.8)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100003
fixed_pair,fixed_pair,True,True,1899.0,2118.0,219.0,24.67792349845468,1.888726363203796,2118.0,26.969209543401433,1.13028726921954,3,1,"(np.int64(0), np.int64(2), np.int64(1))",1899.0,,2118.0,9.371149187648241,8.2408619184287,9.35719843732449,lzw_calibration_endpoint,LZW endpoint,9.353028530555555,,,False,0,1.0,heterogeneity_gp_re_increased_perm_2,4,"(0.1, 0.4, 0.8)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100004
order_blend_50,order_blend_50,True,True,1944.0,2120.0,176.0,25.017133079338166,1.5880993231554656,2120.0,26.961354289424094,1.102453008195388,7,5,"(np.int64(0), np.int64(2), np.int64(1))",1944.0,,2120.0,9.354638374549484,8.252185366354096,9.354530548520513,lzw_calibration_endpoint,LZW endpoint,9.353028530555555,,,False,0,1.0,heterogeneity_gp_re_increased_perm_2,4,"(0.1, 0.4, 0.8)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100004
fixed_pair,fixed_pair,True,True,1870.0,2098.0,228.0,25.02801498123433,1.8981351483049842,2098.0,27.452106778873784,0.6621303097319533,3,1,"(np.int64(0), np.int64(2), np.int64(1))",1870.0,,2098.0,9.380557972749429,8.718427663017476,9.353121143106877,lzw_calibration_endpoint,LZW endpoint,9.353028530555555,,,False,0,1.0,heterogeneity_gp_re_increased_perm_2,5,"(0.1, 0.4, 0.8)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100005
order_blend_50,order_blend_50,True,True,1895.0,2018.0,123.0,25.538864285722163,1.4450937576304321,2018.0,26.85707346008396,1.2316494099405055,7,5,"(np.int64(0), np.int64(2), np.int64(1))",1895.0,,2018.0,9.365308621466452,8.133659211525947,9.358105627091563,lzw_calibration_endpoint,LZW endpoint,9.353028530555555,,,False,0,1.0,heterogeneity_gp_re_increased_perm_2,5,"(0.1, 0.4, 0.8)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100005
fixed_pair,fixed_pair,True,True,1781.0,2018.0,237.0,24.882227132165934,1.872899887324385,2018.0,27.29825116288556,0.7656635208772329,3,1,"(np.int64(0), np.int64(2), np.int64(1))",1781.0,,2018.0,9.35532271176883,8.589659190891597,9.353269260225133,lzw_calibration_endpoint,LZW endpoint,9.353028530555555,,,False,0,1.0,heterogeneity_gp_re_increased_perm_2,6,"(0.1, 0.4, 0.8)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100006
order_blend_50,order_blend_50,True,True,1855.0,1986.0,131.0,25.733339062389085,1.1935174517559286,1986.0,27.163897503836708,0.9371733606127162,11,9,"(np.int64(0), np.int64(2), np.int64(1))",1855.0,,1986.0,9.354052083136075,8.436336030043957,9.373509390656674,lzw_calibration_endpoint,LZW endpoint,9.353028530555555,,,False,0,1.0,heterogeneity_gp_re_increased_perm_2,6,"(0.1, 0.4, 0.8)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100006
fixed_pair,fixed_pair,True,True,1837.0,2040.0,203.0,25.233795225231354,1.871515923724953,2040.0,27.44932913476344,0.6249833669266387,3,1,"(np.int64(0), np.int64(2), np.int64(1))",1837.0,,2040.0,9.353938748169398,8.7352035098337,9.36018687676034,lzw_calibration_endpoint,LZW endpoint,9.353028530555555,,,False,0,1.0,heterogeneity_gp_re_increased_perm_2,7,"(0.1, 0.4, 0.8)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100007
order_blend_50,order_blend_50,True,True,1922.0,2019.0,97.0,26.10714303582978,1.0141816376680808,2019.0,27.381521636782647,0.9220887909281039,7,5,"(np.int64(0), np.int64(2), np.int64(1))",1922.0,,2019.0,9.354385117134619,8.552523864359962,9.474612655288066,lzw_calibration_endpoint,LZW endpoint,9.353028530555555,,,False,0,1.0,heterogeneity_gp_re_increased_perm_2,7,"(0.1, 0.4, 0.8)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100007
fixed_pair,fixed_pair,True,True,1986.0,2193.0,207.0,24.900450877921767,1.8716597754717323,2193.0,27.47562747757167,1.2152169405428008,3,1,"(np.int64(0), np.int64(2), np.int64(1))",1986.0,,2193.0,9.354082599916177,8.453163968556346,9.668380909099147,lzw_calibration_endpoint,LZW endpoint,9.353028530555555,,,False,0,1.0,heterogeneity_gp_re_increased_perm_2,8,"(0.1, 0.4, 0.8)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100008
order_blend_50,order_blend_50,True,True,2120.0,2218.0,98.0,26.167706805228576,0.9734895945895516,2218.0,27.348110937377683,0.7212648776500146,11,9,"(np.int64(0), np.int64(2), np.int64(1))",2120.0,,2218.0,9.354974961902855,8.635935548912407,9.357200426562422,lzw_calibration_endpoint,LZW endpoint,9.353028530555555,,,False,0,1.0,heterogeneity_gp_re_increased_perm_2,8,"(0.1, 0.4, 0.8)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100008
fixed_pair,fixed_pair,True,True,1944.0,2235.0,291.0,24.19757732508666,1.9934059038068188,2235.0,26.73170266737817,1.331088029459428,3,1,"(np.int64(0), np.int64(2), np.int64(1))",1944.0,,2235.0,9.354280202224516,8.023192172765087,9.354230292388566,lzw_calibration_endpoint,LZW endpoint,9.353028530555555,,,False,0,1.0,heterogeneity_gp_re_increased_perm_2,9,"(0.1, 0.4, 0.8)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100009
order_blend_50,order_blend_50,True,True,1949.0,2242.0,293.0,24.2296578911492,1.9796966259978834,2242.0,26.767551142614824,1.3145560533258056,3,1,"(np.int64(0), np.int64(2), np.int64(1))",1949.0,,2242.0,9.36346584635132,8.048909793025514,9.35517550323799,lzw_calibration_endpoint,LZW endpoint,9.353028530555555,,,False,0,1.0,heterogeneity_gp_re_increased_perm_2,9,"(0.1, 0.4, 0.8)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100009
fixed_pair,fixed_pair,True,True,1714.0,1929.0,215.0,24.304599452393557,1.889571428955576,1929.0,26.616232953498383,1.4500961299147521,3,1,"(np.int64(0), np.int64(2), np.int64(1))",1714.0,,1929.0,9.355874028452345,7.905777898537592,9.354581026508447,lzw_calibration_endpoint,LZW endpoint,9.353028530555555,,,False,0,1.0,heterogeneity_gp_re_increased_perm_2,10,"(0.1, 0.4, 0.8)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100010
order_blend_50,order_blend_50,True,True,1714.0,1929.0,215.0,24.309197865102252,1.8941942818298667,1929.0,26.620831366207078,1.4547189827890428,3,1,"(np.int64(0), np.int64(2), np.int64(1))",1714.0,,1929.0,9.360484661243836,7.905765678454793,9.354581026508447,lzw_calibration_endpoint,LZW endpoint,9.353028530555555,,,False,0,1.0,heterogeneity_gp_re_increased_perm_2,10,"(0.1, 0.4, 0.8)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100010
fixed_pair,fixed_pair,True,True,1791.0,2078.0,287.0,24.606174988128544,1.8728936633792248,2078.0,27.375342316059335,0.6969724476158046,3,1,"(np.int64(0), np.int64(2), np.int64(1))",1791.0,,2078.0,9.35531648782367,8.66152669030993,9.358499137925735,lzw_calibration_endpoint,LZW endpoint,9.353028530555555,,,False,0,1.0,heterogeneity_gp_re_increased_perm_2,11,"(0.1, 0.4, 0.8)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100011
order_blend_50,order_blend_50,True,True,1836.0,1995.0,159.0,25.201235593881037,1.4776002715664704,1995.0,27.018024300798125,1.053907965088813,7,5,"(np.int64(0), np.int64(2), np.int64(1))",1836.0,,1995.0,9.356401033215542,8.303857651246885,9.357765616335698,lzw_calibration_endpoint,LZW endpoint,9.353028530555555,,,False,0,1.0,heterogeneity_gp_re_increased_perm_2,11,"(0.1, 0.4, 0.8)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100011
fixed_pair,fixed_pair,True,True,1694.0,1912.0,218.0,24.753310173172327,1.8725798047076943,1912.0,27.027947067165115,1.0353079520782096,3,1,"(np.int64(0), np.int64(2), np.int64(1))",1694.0,,1912.0,9.355002629152139,8.31969467707393,9.353249760939045,lzw_calibration_endpoint,LZW endpoint,9.353028530555555,,,False,0,1.0,heterogeneity_gp_re_increased_perm_2,12,"(0.1, 0.4, 0.8)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100012
order_blend_50,order_blend_50,True,True,1740.0,1916.0,176.0,25.316904020945195,1.401012934288282,1916.0,27.061619219566957,1.07075295258206,7,5,"(np.int64(0), np.int64(2), np.int64(1))",1740.0,,1916.0,9.354899306188942,8.317983480397977,9.388736432980037,lzw_calibration_endpoint,LZW endpoint,9.353028530555555,,,False,0,1.0,heterogeneity_gp_re_increased_perm_2,12,"(0.1, 0.4, 0.8)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100012
fixed_pair,fixed_pair,True,True,1824.0,2056.0,232.0,25.374793056110715,1.8742643303447046,2056.0,27.896726307692667,0.17283265963370908,3,1,"(np.int64(0), np.int64(2), np.int64(1))",1824.0,,2056.0,9.35668715478915,9.18385449515544,9.356184657748075,lzw_calibration_endpoint,LZW endpoint,9.353028530555555,,,False,0,1.0,heterogeneity_gp_re_increased_perm_2,13,"(0.1, 0.4, 0.8)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100013
order_blend_50,order_blend_50,True,True,2025.0,2058.0,33.0,27.50074883039082,0.423519157640337,2058.0,27.85978107899821,0.2115101940565669,16,14,"(np.int64(1), np.int64(0), np.int64(2))",2058.0,2025.0,,9.358795502225814,9.353700268603152,9.147285308169247,lzw_calibration_endpoint,LZW endpoint,9.353028530555555,,,False,0,1.0,heterogeneity_gp_re_increased_perm_2,13,"(0.1, 0.4, 0.8)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100013
fixed_pair,fixed_pair,True,True,1859.0,2128.0,269.0,25.529114046785242,1.870985336598185,2128.0,27.954652679710755,0.10621519704035443,3,1,"(np.int64(0), np.int64(1), np.int64(2))",1859.0,2128.0,,9.35340816104263,9.35372985785424,9.247514660813886,lzw_calibration_endpoint,LZW endpoint,9.353028530555555,,,False,0,1.0,heterogeneity_gp_re_increased_perm_2,14,"(0.1, 0.4, 0.8)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100014
order_blend_50,order_blend_50,True,True,1884.0,1976.0,92.0,26.240442800096687,0.9367205735204784,1976.0,27.32501225673652,0.74110223090136,7,5,"(np.int64(0), np.int64(2), np.int64(1))",1884.0,,1976.0,9.353368745450721,8.61527064019222,9.35637287109358,lzw_calibration_endpoint,LZW endpoint,9.353028530555555,,,False,0,1.0,heterogeneity_gp_re_increased_perm_2,14,"(0.1, 0.4, 0.8)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100014
fixed_pair,fixed_pair,True,True,1961.0,2161.0,200.0,24.594080738044635,1.886464324003688,2161.0,27.04133084369812,1.049880680414141,3,1,"(np.int64(0), np.int64(2), np.int64(1))",1961.0,,2161.0,9.368887148448133,8.319006468033992,9.353437227215995,lzw_calibration_endpoint,LZW endpoint,9.353028530555555,,,False,0,1.0,heterogeneity_gp_re_increased_perm_2,15,"(0.1, 0.4, 0.8)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100015
order_blend_50,order_blend_50,True,True,1980.0,2159.0,179.0,24.811109294322215,1.668179931924696,2159.0,27.072610044845977,0.9937763509318795,5,3,"(np.int64(0), np.int64(2), np.int64(1))",1980.0,,2159.0,9.35590243033349,8.36212607940161,9.354581535110876,lzw_calibration_endpoint,LZW endpoint,9.353028530555555,,,False,0,1.0,heterogeneity_gp_re_increased_perm_2,15,"(0.1, 0.4, 0.8)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100015
fixed_pair,fixed_pair,True,True,1762.0,2016.0,254.0,24.360127824469163,1.8716766351559198,2016.0,26.745220040890267,1.319175827303603,3,1,"(np.int64(0), np.int64(2), np.int64(1))",1762.0,,2016.0,9.354099459600365,8.035972376993149,9.355148204296752,lzw_calibration_endpoint,LZW endpoint,9.353028530555555,,,False,0,1.0,heterogeneity_gp_re_increased_perm_2,16,"(0.1, 0.4, 0.8)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100016
order_blend_50,order_blend_50,True,True,1762.0,2016.0,254.0,24.36009621291409,1.871618121577539,2016.0,26.745118780279164,1.3190254725181738,3,1,"(np.int64(0), np.int64(2), np.int64(1))",1762.0,,2016.0,9.354040946021984,8.036026180869504,9.355051653387678,lzw_calibration_endpoint,LZW endpoint,9.353028530555555,,,False,0,1.0,heterogeneity_gp_re_increased_perm_2,16,"(0.1, 0.4, 0.8)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100016
fixed_pair,fixed_pair,True,True,1692.0,1931.0,239.0,24.587431227416825,1.8725456666580307,1931.0,26.917213007973107,1.1458604239108041,3,1,"(np.int64(0), np.int64(2), np.int64(1))",1692.0,,1931.0,9.354968491102476,8.209108067191671,9.35313644967896,lzw_calibration_endpoint,LZW endpoint,9.353028530555555,,,False,0,1.0,heterogeneity_gp_re_increased_perm_2,17,"(0.1, 0.4, 0.8)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100017
order_blend_50,order_blend_50,True,True,1726.0,1904.0,178.0,24.95266717425587,1.5621350873922264,1904.0,26.853251281217503,1.230484083808646,5,3,"(np.int64(0), np.int64(2), np.int64(1))",1726.0,,1904.0,9.355997208505652,8.133384994451603,9.36386907826025,lzw_calibration_endpoint,LZW endpoint,9.353028530555555,,,False,0,1.0,heterogeneity_gp_re_increased_perm_2,17,"(0.1, 0.4, 0.8)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100017
fixed_pair,fixed_pair,True,True,1736.0,1989.0,253.0,24.543661914822376,1.87255499259434,1989.0,27.43471003650189,0.6307214106839503,3,1,"(np.int64(0), np.int64(2), np.int64(1))",1736.0,,1989.0,9.354977817038785,8.724505404389577,9.355226815073527,lzw_calibration_endpoint,LZW endpoint,9.353028530555555,,,False,0,1.0,heterogeneity_gp_re_increased_perm_2,18,"(0.1, 0.4, 0.8)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100018
order_blend_50,order_blend_50,True,True,1760.0,1988.0,228.0,24.725585282834984,1.7246525912208917,1988.0,27.43256756774534,0.6334408346833769,5,3,"(np.int64(0), np.int64(2), np.int64(1))",1760.0,,1988.0,9.354035554134082,8.722545589463941,9.355986424147318,lzw_calibration_endpoint,LZW endpoint,9.353028530555555,,,False,0,1.0,heterogeneity_gp_re_increased_perm_2,18,"(0.1, 0.4, 0.8)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100018
fixed_pair,fixed_pair,True,True,1659.0,1940.0,281.0,24.43968958537408,1.8721288370287272,1940.0,26.84613922875159,1.2284029316888123,3,1,"(np.int64(0), np.int64(2), np.int64(1))",1659.0,,1940.0,9.354551661473172,8.131592317794803,9.359995249483616,lzw_calibration_endpoint,LZW endpoint,9.353028530555555,,,False,0,1.0,heterogeneity_gp_re_increased_perm_2,19,"(0.1, 0.4, 0.8)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100019
order_blend_50,order_blend_50,True,True,1821.0,1995.0,174.0,25.465254703774935,1.3705735125922507,1995.0,27.221469074769836,1.0419888518921194,7,5,"(np.int64(0), np.int64(2), np.int64(1))",1821.0,,1995.0,9.354696598913524,8.412391811982095,9.454380663874215,lzw_calibration_endpoint,LZW endpoint,9.353028530555555,,,False,0,1.0,heterogeneity_gp_re_increased_perm_2,19,"(0.1, 0.4, 0.8)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100019
fixed_pair,fixed_pair,True,True,743.0,1591.0,848.0,20.85175286854657,5.339301777774107,1591.0,27.172068744417647,0.950417963418122,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,743.0,1591.0,8.433667435030705,9.354315910938116,9.384085398448827,lzw_calibration_endpoint,LZW endpoint,9.353028530555555,,,False,0,1.0,heterogeneity_gp_re_increased_perm_3,0,"(0.1, 0.4, 0.8)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 1.6281355435290994, 0.45365688105154717)",fixed_pair,200000
order_blend_50,order_blend_50,True,True,1106.0,1598.0,492.0,20.45190977737454,3.8473345548772526,1598.0,27.218245455228484,0.8440859573414219,9,7,"(np.int64(2), np.int64(1), np.int64(0))",,1598.0,1106.0,8.510244713759016,9.354330671100438,9.353670070369029,lzw_calibration_endpoint,LZW endpoint,9.353028530555555,,,False,0,1.0,heterogeneity_gp_re_increased_perm_3,0,"(0.1, 0.4, 0.8)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 1.6281355435290994, 0.45365688105154717)",fixed_pair,200000
fixed_pair,fixed_pair,True,True,662.0,1618.0,956.0,20.71995497965589,5.769867354087117,1618.0,27.255533673713032,1.1052975009287458,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,662.0,1618.0,8.398402253720535,9.503699754649281,9.353431665343216,lzw_calibration_endpoint,LZW endpoint,9.353028530555555,,,False,0,1.0,heterogeneity_gp_re_increased_perm_3,1,"(0.1, 0.4, 0.8)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 1.6281355435290994, 0.45365688105154717)",fixed_pair,200001
order_blend_50,order_blend_50,True,True,779.0,1474.0,695.0,17.55210296895956,5.318814234535585,1474.0,26.48051089561904,1.765842858859978,5,3,"(np.int64(2), np.int64(1), np.int64(0))",,1474.0,779.0,7.671024423216366,9.436867282076344,9.37261919032633,lzw_calibration_endpoint,LZW endpoint,9.353028530555555,,,False,0,1.0,heterogeneity_gp_re_increased_perm_3,1,"(0.1, 0.4, 0.8)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 1.6281355435290994, 0.45365688105154717)",fixed_pair,200001
fixed_pair,fixed_pair,True,True,619.0,1047.0,428.0,20.804930634796726,5.387193722610526,1047.0,24.65033784671905,3.440568477632209,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,619.0,1047.0,5.9274593013027195,9.354850766481404,9.368027778934929,lzw_calibration_endpoint,LZW endpoint,9.353028530555555,,,False,0,1.0,heterogeneity_gp_re_increased_perm_3,2,"(0.1, 0.4, 0.8)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 1.6281355435290994, 0.45365688105154717)",fixed_pair,200002
